filename,label
,
Alkene DS\imgs\753.png,1
Alkene DS\imgs\754.png,1
Alkene DS\imgs\755.png,1
,
Alkene DS\imgs\757.png,1
,
Alkene DS\imgs\759.png,1
,
,
,
,
,
,
,
,
,
Alkene DS\imgs\769.png,1
,
,
,
Alkene DS\imgs\773.png,1
Alkene DS\imgs\774.png,1
Alkene DS\imgs\775.png,1
,
Alkene DS\imgs\777.png,1
,
Alkene DS\imgs\779.png,1
,1
Alkene DS\imgs\781.png,1
,
,
Alkene DS\imgs\784.png,1
,
Alkene DS\imgs\786.png,1
,
Alkene DS\imgs\788.png,1
,
Alkene DS\imgs\790.png,1
Alkene DS\imgs\791.png,1
,
,
,
,
,
,
,
,
,
,
Alkene DS\imgs\802.png,1
Alkene DS\imgs\803.png,1
Alkene DS\imgs\804.png,1
Alkene DS\imgs\805.png,1
Alkene DS\imgs\806.png,1
Alkene DS\imgs\807.png,1
Alkene DS\imgs\808.png,1
Alkene DS\imgs\809.png,1
Alkene DS\imgs\810.png,1
Alkene DS\imgs\811.png,1
,
,
Alkene DS\imgs\814.png,1
,
,
,
Alkene DS\imgs\818.png,1
Alkene DS\imgs\819.png,1
Alkene DS\imgs\820.png,1
,
Alkene DS\imgs\822.png,1
Alkene DS\imgs\823.png,1
,
,
Alkene DS\imgs\826.png,1
Alkene DS\imgs\827.png,1
,
Alkene DS\imgs\829.png,1
,
,
Alkene DS\imgs\832.png,1
,
,
,
Alkene DS\imgs\836.png,1
Alkene DS\imgs\837.png,1
Alkene DS\imgs\838.png,1
Alkene DS\imgs\839.png,1
Alkene DS\imgs\840.png,1
Alkene DS\imgs\841.png,1
,
,
Alkene DS\imgs\844.png,1
,
Alkene DS\imgs\846.png,1
Alkene DS\imgs\847.png,1
Alkene DS\imgs\848.png,1
,
,
,
,
,
,
,
,
,
,
Alkene DS\imgs\859.png,1
Alkene DS\imgs\860.png,1
Alkene DS\imgs\861.png,1
Alkene DS\imgs\862.png,1
Alkene DS\imgs\863.png,1
Alkene DS\imgs\864.png,1
Alkene DS\imgs\865.png,1
Alkene DS\imgs\866.png,1
Alkene DS\imgs\867.png,1
Alkene DS\imgs\868.png,1
Alkene DS\imgs\869.png,1
Alkene DS\imgs\870.png,1
Alkene DS\imgs\871.png,1
Alkene DS\imgs\872.png,1
,
Alkene DS\imgs\874.png,1
,
Alkene DS\imgs\876.png,1
Alkene DS\imgs\877.png,1
,
Alkene DS\imgs\879.png,1
,
Alkene DS\imgs\881.png,1
Alkene DS\imgs\882.png,1
,
Alkene DS\imgs\884.png,1
Alkene DS\imgs\885.png,1
,
,
,
,
,
,
,
,
Alkene DS\imgs\894.png,1
Alkene DS\imgs\895.png,1
Alkene DS\imgs\896.png,1
Alkene DS\imgs\897.png,1
Alkene DS\imgs\898.png,1
Alkene DS\imgs\899.png,1
Alkene DS\imgs\900.png,1
,
,
,
,
,
,
,
,
,
Alkene DS\imgs\910.png,1
Alkene DS\imgs\911.png,1
Alkene DS\imgs\912.png,1
Alkene DS\imgs\913.png,1
Alkene DS\imgs\914.png,1
Alkene DS\imgs\915.png,1
Alkene DS\imgs\916.png,1
,
Alkene DS\imgs\918.png,1
Alkene DS\imgs\919.png,1
,
,
,
,
,
,
Alkene DS\imgs\926.png,1
Alkene DS\imgs\927.png,1
Alkene DS\imgs\928.png,1
Alkene DS\imgs\929.png,1
Alkene DS\imgs\930.png,1
,
,
Alkene DS\imgs\933.png,1
Alkene DS\imgs\934.png,1
Alkene DS\imgs\935.png,1
Alkene DS\imgs\936.png,1
Alkene DS\imgs\937.png,1
Alkene DS\imgs\938.png,1
,
,
Alkene DS\imgs\941.png,1
Alkene DS\imgs\942.png,1
Alkene DS\imgs\943.png,1
,
Alkene DS\imgs\945.png,1
,
Alkene DS\imgs\947.png,1
Alkene DS\imgs\948.png,1
Alkene DS\imgs\949.png,1
Alkene DS\imgs\950.png,1
Alkene DS\imgs\951.png,1
Alkene DS\imgs\952.png,1
Alkene DS\imgs\953.png,1
Alkene DS\imgs\954.png,1
Alkene DS\imgs\955.png,1
Alkene DS\imgs\956.png,1
Alkene DS\imgs\957.png,1
,
Alkene DS\imgs\959.png,1
Alkene DS\imgs\960.png,1
Alkene DS\imgs\961.png,1
Alkene DS\imgs\962.png,1
Alkene DS\imgs\963.png,1
Alkene DS\imgs\964.png,1
Alkene DS\imgs\965.png,1
Alkene DS\imgs\966.png,1
Alkene DS\imgs\967.png,1
,
,
,
Alkene DS\imgs\971.png,1
Alkene DS\imgs\972.png,1
Alkene DS\imgs\973.png,1
Alkene DS\imgs\974.png,1
Alkene DS\imgs\975.png,1
Alkene DS\imgs\976.png,1
Alkene DS\imgs\977.png,1
Alkene DS\imgs\978.png,1
Alkene DS\imgs\979.png,1
Alkene DS\imgs\980.png,1
Alkene DS\imgs\981.png,1
Alkene DS\imgs\982.png,1
Alkene DS\imgs\983.png,1
Alkene DS\imgs\984.png,1
Alkene DS\imgs\985.png,1
Alkene DS\imgs\986.png,1
Alkene DS\imgs\987.png,1
Alkene DS\imgs\988.png,1
Alkene DS\imgs\989.png,1
Alkene DS\imgs\990.png,1
Alkene DS\imgs\991.png,1
Alkene DS\imgs\992.png,1
Alkene DS\imgs\993.png,1
Alkene DS\imgs\994.png,1
Alkene DS\imgs\995.png,1
Alkene DS\imgs\996.png,1
Alkene DS\imgs\997.png,1
Alkene DS\imgs\998.png,1
Alkene DS\imgs\999.png,1
Alkene DS\imgs\1000.png,1
Alkene DS\imgs\1001.png,1
Alkene DS\imgs\1002.png,1
Alkene DS\imgs\1003.png,1
Alkene DS\imgs\1004.png,1
Alkene DS\imgs\1005.png,1
Alkene DS\imgs\1006.png,1
Alkene DS\imgs\1007.png,1
Alkene DS\imgs\1008.png,1
Alkene DS\imgs\1009.png,1
Alkene DS\imgs\1010.png,1
Alkene DS\imgs\1011.png,1
Alkene DS\imgs\1012.png,1
Alkene DS\imgs\1013.png,1
Alkene DS\imgs\1014.png,1
Alkene DS\imgs\1015.png,1
Alkene DS\imgs\1016.png,1
Alkene DS\imgs\1017.png,1
Alkene DS\imgs\1018.png,1
Alkene DS\imgs\1019.png,1
Alkene DS\imgs\1020.png,1
Alkene DS\imgs\1021.png,1
Alkene DS\imgs\1022.png,1
Alkene DS\imgs\1023.png,1
Alkene DS\imgs\1024.png,1
Alkene DS\imgs\1025.png,1
Alkene DS\imgs\1026.png,1
Alkene DS\imgs\1027.png,1
Alkene DS\imgs\1028.png,1
Alkene DS\imgs\1029.png,1
Alkene DS\imgs\1030.png,1
Alkene DS\imgs\1031.png,1
Alkene DS\imgs\1032.png,1
Alkene DS\imgs\1033.png,1
Alkene DS\imgs\1034.png,1
Alkene DS\imgs\1035.png,1
Alkene DS\imgs\1036.png,1
Alkene DS\imgs\1037.png,1
Alkene DS\imgs\1038.png,1
,
,
,
,
,
,
Alkene DS\imgs\1045.png,1
,
Alkene DS\imgs\1047.png,1
Alkene DS\imgs\1048.png,1
,
Alkene DS\imgs\1050.png,1
Alkene DS\imgs\1051.png,1
Alkene DS\imgs\1052.png,1
Alkene DS\imgs\1053.png,1
Alkene DS\imgs\1054.png,1
,
Alkene DS\imgs\1056.png,1
Alkene DS\imgs\1057.png,1
Alkene DS\imgs\1058.png,1
Alkene DS\imgs\1059.png,1
Alkene DS\imgs\1060.png,1
Alkene DS\imgs\1061.png,1
Alkene DS\imgs\1062.png,1
Alkene DS\imgs\1063.png,1
Alkene DS\imgs\1064.png,1
Alkene DS\imgs\1065.png,1
Alkene DS\imgs\1066.png,1
Alkene DS\imgs\1067.png,1
Alkene DS\imgs\1068.png,1
Alkene DS\imgs\1069.png,1
Alkene DS\imgs\1070.png,1
Alkene DS\imgs\1071.png,1
Alkene DS\imgs\1072.png,1
Alkene DS\imgs\1073.png,1
Alkene DS\imgs\1074.png,1
Alkene DS\imgs\1075.png,1
Alkene DS\imgs\1076.png,1
Alkene DS\imgs\1077.png,1
Alkene DS\imgs\1078.png,1
Alkene DS\imgs\1079.png,1
Alkene DS\imgs\1080.png,1
Alkene DS\imgs\1081.png,1
Alkene DS\imgs\1082.png,1
Alkene DS\imgs\1083.png,1
Alkene DS\imgs\1084.png,1
,
,
,
,
Alkene DS\imgs\1089.png,1
Alkene DS\imgs\1090.png,1
Alkene DS\imgs\1091.png,1
Alkene DS\imgs\1092.png,1
Alkene DS\imgs\1093.png,1
Alkene DS\imgs\1094.png,1
,
,
,
Alkene DS\imgs\1098.png,1
Alkene DS\imgs\1099.png,1
Alkene DS\imgs\1100.png,1
Alkene DS\imgs\1101.png,1
Alkene DS\imgs\1102.png,1
